ImageId,ClassId,HasDefect,Confidence
012754bbb.jpg,2,0,0.008284951
012754bbb.jpg,3,0,0.38545218
012754bbb.jpg,4,1,0.6843958
01588ee42.jpg,1,0,0.23007631
01588ee42.jpg,2,0,0.15007122
01588ee42.jpg,3,1,0.64238596
01588ee42.jpg,4,0,0.008964671
015be539e.jpg,1,0,0.16089657
015be539e.jpg,2,0,0.008661381
015be539e.jpg,3,0,0.52376145
015be539e.jpg,4,0,0.050928514
017796c88.jpg,1,0,0.038239483
017796c88.jpg,2,0,0.005970208
017796c88.jpg,3,0,0.37533006
017796c88.jpg,4,1,0.7494227
017bd7ce3.jpg,1,0,0.10851094
017bd7ce3.jpg,2,0,0.041108176
017bd7ce3.jpg,3,0,0.32721105
017bd7ce3.jpg,4,0,0.33030167
018d7b0a1.jpg,1,1,0.74373347
018d7b0a1.jpg,2,0,0.012954474
018d7b0a1.jpg,3,0,0.20214593
018d7b0a1.jpg,4,0,0.010321873
019258298.jpg,1,0,0.028613618
019258298.jpg,2,0,0.0103917075
019258298.jpg,3,1,0.895345
019258298.jpg,4,0,0.027420774
0197bb47e.jpg,1,0,0.29862472
0197bb47e.jpg,2,0,0.011675496
0197bb47e.jpg,3,1,0.63642126
0197bb47e.jpg,4,0,0.034192797
01b17e176.jpg,1,0,0.5769149
01b17e176.jpg,2,0,0.01214324
01b17e176.jpg,3,0,0.31495062
01b17e176.jpg,4,0,0.012906204
01b2163b7.jpg,1,0,0.32287407
01b2163b7.jpg,2,0,0.058470294
01b2163b7.jpg,3,1,0.60846645
01b2163b7.jpg,4,0,0.019129032
01b47d973.jpg,1,0,0.016748266
01b47d973.jpg,2,0,0.0056224354
01b47d973.jpg,3,1,0.72576857
01b47d973.jpg,4,0,0.3782369
01b50837f.jpg,1,0,0.014917376
01b50837f.jpg,2,0,0.0022814674
01b50837f.jpg,3,0,0.32834348
01b50837f.jpg,4,1,0.70973086
01cc31534.jpg,1,0,0.039644454
01cc31534.jpg,2,0,0.01236289
01cc31534.jpg,3,0,0.33137995
01cc31534.jpg,4,1,0.84733963
01d3e8fcb.jpg,1,0,0.042196054
01d3e8fcb.jpg,2,0,0.016464936
01d3e8fcb.jpg,3,1,0.8803788
01d3e8fcb.jpg,4,0,0.0064923353
01d49cd47.jpg,1,0,0.05105481
01d49cd47.jpg,2,0,0.034226973
01d49cd47.jpg,3,1,0.87565786
01d49cd47.jpg,4,0,0.0029918195
01db22c17.jpg,1,1,0.61536723
01db22c17.jpg,2,0,0.016675027
01db22c17.jpg,3,0,0.40638575
01db22c17.jpg,4,0,0.019735433
01e640f20.jpg,1,0,0.35736406
01e640f20.jpg,2,0,0.0124605
01e640f20.jpg,3,1,0.6345362
01e640f20.jpg,4,0,0.010351899
020ffb2d3.jpg,1,0,0.04268941
020ffb2d3.jpg,2,0,0.013572526
020ffb2d3.jpg,3,0,0.49682656
020ffb2d3.jpg,4,0,0.4465897
021656fe0.jpg,1,0,0.029523045
021656fe0.jpg,2,0,0.0036641594
021656fe0.jpg,3,1,0.92662436
021656fe0.jpg,4,0,0.0108178
02217a5cc.jpg,1,0,0.021419108
02217a5cc.jpg,2,0,0.0035544464
02217a5cc.jpg,3,1,0.88666755
02217a5cc.jpg,4,0,0.05945474
0224561d0.jpg,1,0,0.082277186
0224561d0.jpg,2,0,0.011933354
0224561d0.jpg,3,1,0.8750301
0224561d0.jpg,4,0,0.00667334
0241cf678.jpg,1,0,0.26653007
0241cf678.jpg,2,0,0.37961152
0241cf678.jpg,3,0,0.32009634
0241cf678.jpg,4,0,0.013217538
0246ad619.jpg,1,1,0.764133
0246ad619.jpg,2,0,0.017457442
0246ad619.jpg,3,0,0.1840357
0246ad619.jpg,4,0,0.017309012
02538bec6.jpg,1,0,0.59951365
02538bec6.jpg,2,0,0.040684458
02538bec6.jpg,3,0,0.36581957
02538bec6.jpg,4,0,0.024737313
02662fd2f.jpg,1,0,0.031546727
02662fd2f.jpg,2,0,0.017284164
02662fd2f.jpg,3,0,0.40027547
02662fd2f.jpg,4,0,0.54889554
0280c72a9.jpg,1,0,0.15855712
0280c72a9.jpg,2,0,0.5304684
0280c72a9.jpg,3,0,0.37128663
0280c72a9.jpg,4,0,0.0031755336
028aca84a.jpg,1,0,0.037816133
028aca84a.jpg,2,0,0.027321437
028aca84a.jpg,3,1,0.864352
028aca84a.jpg,4,0,0.0021908076
029e85b9e.jpg,1,0,0.521216
029e85b9e.jpg,2,0,0.00467381
029e85b9e.jpg,3,0,0.48083505
029e85b9e.jpg,4,0,0.015026198
02a2397e9.jpg,1,0,0.19017184
02a2397e9.jpg,2,0,0.02978278
02a2397e9.jpg,3,1,0.84621596
02a2397e9.jpg,4,0,0.0037945826
02a5c3ba0.jpg,1,1,0.66026074
02a5c3ba0.jpg,2,0,0.0038759734
02a5c3ba0.jpg,3,0,0.44557205
02a5c3ba0.jpg,4,0,0.006742912
02aeac4e1.jpg,1,0,0.3103715
02aeac4e1.jpg,2,0,0.010129507
02aeac4e1.jpg,3,0,0.54555005
02aeac4e1.jpg,4,0,0.011100345
02ba931ee.jpg,1,0,0.0299229
02ba931ee.jpg,2,0,0.005678565
02ba931ee.jpg,3,0,0.5804042
02ba931ee.jpg,4,0,0.58219784
02d5824f4.jpg,1,0,0.5854655
02d5824f4.jpg,2,0,0.2198609
02d5824f4.jpg,3,0,0.3731358
02d5824f4.jpg,4,0,0.0062163062
02d963811.jpg,1,0,0.09895689
02d963811.jpg,2,0,0.027607823
02d963811.jpg,3,1,0.87742573
02d963811.jpg,4,0,0.004930321
0308d04d4.jpg,1,1,0.6129095
0308d04d4.jpg,2,0,0.39567304
0308d04d4.jpg,3,0,0.27556908
0308d04d4.jpg,4,0,0.0040847487
030d3d1f1.jpg,1,0,0.04483797
030d3d1f1.jpg,2,0,0.029870732
030d3d1f1.jpg,3,1,0.8960027
030d3d1f1.jpg,4,0,0.0027249923
0312942d7.jpg,1,0,0.05076793
0312942d7.jpg,2,0,0.00355989
0312942d7.jpg,3,1,0.8277967
0312942d7.jpg,4,0,0.016734043
032def1ac.jpg,1,0,0.047985017
032def1ac.jpg,2,0,0.02846861
032def1ac.jpg,3,1,0.80138344
032def1ac.jpg,4,0,0.033958588
0331f9050.jpg,1,0,0.33157548
0331f9050.jpg,2,0,0.03912402
0331f9050.jpg,3,0,0.5940788
0331f9050.jpg,4,0,0.012750804
03320bbea.jpg,1,0,0.37196574
03320bbea.jpg,2,0,0.04144161
03320bbea.jpg,3,0,0.59279287
03320bbea.jpg,4,0,0.035571095
03542d83e.jpg,1,0,0.07979526
03542d83e.jpg,2,0,0.012879554
03542d83e.jpg,3,1,0.8416936
03542d83e.jpg,4,0,0.012806998
035edaac9.jpg,1,0,0.06433124
035edaac9.jpg,2,0,0.0298869
035edaac9.jpg,3,1,0.8549836
035edaac9.jpg,4,0,0.005651245
0365621ee.jpg,1,1,0.73941034
0365621ee.jpg,2,0,0.04183809
0365621ee.jpg,3,0,0.16252576
0365621ee.jpg,4,0,0.004437448
036ce687a.jpg,1,0,0.10349058
036ce687a.jpg,2,0,0.04287516
036ce687a.jpg,3,1,0.8644307
036ce687a.jpg,4,0,0.0033385018
036f40a1f.jpg,1,0,0.040456954
036f40a1f.jpg,2,0,0.0071056695
036f40a1f.jpg,3,1,0.8937275
036f40a1f.jpg,4,0,0.003282831
037037088.jpg,1,0,0.26933205
037037088.jpg,2,0,0.03811522
037037088.jpg,3,1,0.6667138
037037088.jpg,4,0,0.018850198
037e7564c.jpg,1,0,0.05849017
037e7564c.jpg,2,0,0.033491816
037e7564c.jpg,3,1,0.88388175
037e7564c.jpg,4,0,0.002191268
0384b28ff.jpg,1,0,0.015052572
0384b28ff.jpg,2,0,0.02337531
0384b28ff.jpg,3,1,0.9074924
0384b28ff.jpg,4,0,0.009195458
038682ebd.jpg,1,0,0.5551395
038682ebd.jpg,2,0,0.10304163
038682ebd.jpg,3,0,0.3040882
038682ebd.jpg,4,0,0.007493308
038f464cd.jpg,1,1,0.6946941
038f464cd.jpg,2,0,0.028633988
038f464cd.jpg,3,0,0.43907127
038f464cd.jpg,4,0,0.022402376
0394ff5b6.jpg,1,0,0.12570082
0394ff5b6.jpg,2,0,0.013079588
0394ff5b6.jpg,3,1,0.7855957
0394ff5b6.jpg,4,0,0.006801624
039a71736.jpg,1,0,0.13440883
039a71736.jpg,2,0,0.026030114
039a71736.jpg,3,1,0.79536104
039a71736.jpg,4,0,0.027282735
03a064329.jpg,1,0,0.062464077
03a064329.jpg,2,0,0.028816251
03a064329.jpg,3,1,0.88382417
03a064329.jpg,4,0,0.002787483
03bb32e93.jpg,1,0,0.3004773
03bb32e93.jpg,2,0,0.079014696
03bb32e93.jpg,3,1,0.6720322
03bb32e93.jpg,4,0,0.032181475
03be9b5e9.jpg,1,0,0.036809452
03be9b5e9.jpg,2,0,0.14264055
03be9b5e9.jpg,3,1,0.80507344
03be9b5e9.jpg,4,0,0.009088539
03dd1a693.jpg,1,0,0.024722403
03dd1a693.jpg,2,0,0.0036301585
03dd1a693.jpg,3,1,0.9257036
03dd1a693.jpg,4,0,0.0041532856
03ef260a6.jpg,1,1,0.7943768
03ef260a6.jpg,2,0,0.0066241636
03ef260a6.jpg,3,0,0.20466797
03ef260a6.jpg,4,0,0.0066791777
03f99a07c.jpg,1,0,0.089666255
03f99a07c.jpg,2,0,0.09574271
03f99a07c.jpg,3,1,0.6515491
03f99a07c.jpg,4,0,0.016569506
03fc8e099.jpg,1,0,0.25008687
03fc8e099.jpg,2,0,0.09371289
03fc8e099.jpg,3,0,0.4181535
03fc8e099.jpg,4,0,0.22034495
04013582c.jpg,1,0,0.25517085
04013582c.jpg,2,0,0.040014435
04013582c.jpg,3,1,0.6575052
04013582c.jpg,4,0,0.013160583
040f8e738.jpg,1,0,0.09220111
040f8e738.jpg,2,0,0.06755636
040f8e738.jpg,3,1,0.6935435
040f8e738.jpg,4,0,0.08993834
0412d61ae.jpg,1,0,0.24581979
0412d61ae.jpg,2,0,0.008484252
0412d61ae.jpg,3,1,0.7712123
0412d61ae.jpg,4,0,0.06108457
0423bb16d.jpg,1,0,0.05100371
0423bb16d.jpg,2,0,0.038136575
0423bb16d.jpg,3,1,0.87457067
0423bb16d.jpg,4,0,0.0020972786
0431e2e71.jpg,1,0,0.28457984
0431e2e71.jpg,2,0,0.41691265
0431e2e71.jpg,3,0,0.47656456
0431e2e71.jpg,4,0,0.0063044424
043644842.jpg,1,0,0.20177579
043644842.jpg,2,0,0.026657986
043644842.jpg,3,0,0.3236005
043644842.jpg,4,0,0.015470513
0448e9c13.jpg,1,0,0.05666023
0448e9c13.jpg,2,0,0.036668465
0448e9c13.jpg,3,1,0.87970406
0448e9c13.jpg,4,0,0.0027541341
0460c2d67.jpg,1,0,0.19363947
0460c2d67.jpg,2,0,0.03600344
0460c2d67.jpg,3,1,0.7576561
0460c2d67.jpg,4,0,0.00298409
04636749a.jpg,1,0,0.034614686
04636749a.jpg,2,0,0.009073834
04636749a.jpg,3,0,0.5936249
04636749a.jpg,4,0,0.5563423
046763b38.jpg,1,0,0.5400403
046763b38.jpg,2,0,0.46405074
046763b38.jpg,3,0,0.30970016
046763b38.jpg,4,0,0.0031724246
04709f4ef.jpg,1,0,0.032923255
04709f4ef.jpg,2,0,0.00423589
04709f4ef.jpg,3,1,0.9207256
04709f4ef.jpg,4,0,0.0029910717
04922a23f.jpg,1,0,0.51008695
04922a23f.jpg,2,0,0.14014108
04922a23f.jpg,3,0,0.27923846
04922a23f.jpg,4,0,0.019243622
04ac89bbc.jpg,1,1,0.7623131
04ac89bbc.jpg,2,0,0.024454286
04ac89bbc.jpg,3,0,0.24368672
04ac89bbc.jpg,4,0,0.012697971
04ad21162.jpg,1,0,0.06662851
04ad21162.jpg,2,0,0.029817564
04ad21162.jpg,3,1,0.8924641
04ad21162.jpg,4,0,0.0032799637
04add8f93.jpg,1,0,0.17102118
04add8f93.jpg,2,0,0.053977042
04add8f93.jpg,3,1,0.64851606
04add8f93.jpg,4,0,0.006237403
04b6312db.jpg,1,1,0.61918205
04b6312db.jpg,2,0,0.124732785
04b6312db.jpg,3,0,0.4345381
04b6312db.jpg,4,0,0.005536897
04bb7b026.jpg,1,0,0.052408025
04bb7b026.jpg,2,0,0.0055568404
04bb7b026.jpg,3,1,0.7965669
04bb7b026.jpg,4,0,0.009637726
04cc40fce.jpg,1,1,0.65899706
04cc40fce.jpg,2,0,0.08620495
04cc40fce.jpg,3,0,0.21941394
04cc40fce.jpg,4,0,0.014829553
04d3453a4.jpg,1,0,0.14267461
04d3453a4.jpg,2,0,0.009618502
04d3453a4.jpg,3,1,0.8721461
04d3453a4.jpg,4,0,0.008174044
04e73b12f.jpg,1,0,0.13973783
04e73b12f.jpg,2,0,0.0042247884
04e73b12f.jpg,3,1,0.8938708
04e73b12f.jpg,4,0,0.0066638947
04e78fd86.jpg,1,0,0.10042878
04e78fd86.jpg,2,0,0.042258922
04e78fd86.jpg,3,1,0.8642401
04e78fd86.jpg,4,0,0.0028884627
05118ab76.jpg,1,0,0.019119462
05118ab76.jpg,2,0,0.004206299
05118ab76.jpg,3,1,0.8550372
05118ab76.jpg,4,0,0.05983146
0514d0f42.jpg,1,1,0.6581463
0514d0f42.jpg,2,0,0.13159837
0514d0f42.jpg,3,0,0.25757313
0514d0f42.jpg,4,0,0.021070203
051b463b2.jpg,1,0,0.3339703
051b463b2.jpg,2,0,0.5532668
051b463b2.jpg,3,0,0.33021384
051b463b2.jpg,4,0,0.0044703432
052295ad4.jpg,1,0,0.045974746
052295ad4.jpg,2,0,0.026916882
052295ad4.jpg,3,1,0.88426894
052295ad4.jpg,4,0,0.0028619592
05288f642.jpg,1,0,0.011410075
05288f642.jpg,2,0,0.0026585301
05288f642.jpg,3,1,0.9570802
05288f642.jpg,4,0,0.005718445
052b0be38.jpg,1,0,0.34874535
052b0be38.jpg,2,0,0.53602546
052b0be38.jpg,3,0,0.311698
052b0be38.jpg,4,0,0.004033322
05476cc3d.jpg,1,0,0.060515042
05476cc3d.jpg,2,0,0.033144683
05476cc3d.jpg,3,1,0.8860071
05476cc3d.jpg,4,0,0.0021656395
054b03d9a.jpg,1,0,0.12762712
054b03d9a.jpg,2,0,0.061114382
054b03d9a.jpg,3,1,0.7802813
054b03d9a.jpg,4,0,0.0029550532
05554c6d9.jpg,1,0,0.030993933
05554c6d9.jpg,2,0,0.024179518
05554c6d9.jpg,3,1,0.87028354
05554c6d9.jpg,4,0,0.100546986
055ea67b0.jpg,1,0,0.028338423
055ea67b0.jpg,2,0,0.07174795
055ea67b0.jpg,3,1,0.7802122
055ea67b0.jpg,4,0,0.009506181
05646491c.jpg,1,0,0.33262372
05646491c.jpg,2,0,0.023739466
05646491c.jpg,3,0,0.43187466
05646491c.jpg,4,0,0.00889475
056c957b5.jpg,1,0,0.30089393
056c957b5.jpg,2,0,0.020632118
056c957b5.jpg,3,1,0.75803065
056c957b5.jpg,4,0,0.014256246
0575a94b5.jpg,1,0,0.45707044
0575a94b5.jpg,2,0,0.3881594
0575a94b5.jpg,3,0,0.39005125
0575a94b5.jpg,4,0,0.0050496976
057753630.jpg,1,0,0.031035239
057753630.jpg,2,0,0.00225611
057753630.jpg,3,1,0.8943986
057753630.jpg,4,0,0.22128989
05877f855.jpg,1,0,0.014871548
05877f855.jpg,2,0,0.00375278
05877f855.jpg,3,1,0.8863588
05877f855.jpg,4,0,0.02565424
058aa1478.jpg,1,0,0.18898113
058aa1478.jpg,2,0,0.011816524
058aa1478.jpg,3,1,0.79545337
058aa1478.jpg,4,0,0.014551978
05931810f.jpg,1,0,0.053306546
05931810f.jpg,2,0,0.0061350125
05931810f.jpg,3,1,0.91560555
05931810f.jpg,4,0,0.009225876
059750041.jpg,1,0,0.047087666
059750041.jpg,2,0,0.0061441385
059750041.jpg,3,1,0.93009084
059750041.jpg,4,0,0.0067512156
05ab2ef1b.jpg,1,0,0.071529664
05ab2ef1b.jpg,2,0,0.5862644
05ab2ef1b.jpg,3,0,0.4996265
05ab2ef1b.jpg,4,0,0.0043090046
05affe001.jpg,1,0,0.060787637
05affe001.jpg,2,0,0.0033126706
05affe001.jpg,3,1,0.67835706
05affe001.jpg,4,0,0.014893
05b277fe6.jpg,1,0,0.06303502
05b277fe6.jpg,2,0,0.0034631726
05b277fe6.jpg,3,1,0.87993306
05b277fe6.jpg,4,0,0.008732476
05c041cae.jpg,1,1,0.75942516
05c041cae.jpg,2,0,0.019657424
05c041cae.jpg,3,0,0.23316686
05c041cae.jpg,4,0,0.028379397
05cb27a3f.jpg,1,0,0.13038123
05cb27a3f.jpg,2,0,0.3302339
05cb27a3f.jpg,3,0,0.5821188
05cb27a3f.jpg,4,0,0.0022760807
05d93a09f.jpg,1,0,0.07123903
05d93a09f.jpg,2,0,0.0034178651
05d93a09f.jpg,3,1,0.765948
05d93a09f.jpg,4,0,0.023452466
05e054571.jpg,1,0,0.038811345
05e054571.jpg,2,0,0.0112778125
05e054571.jpg,3,0,0.35682416
05e054571.jpg,4,0,0.10015965
05e460c81.jpg,1,0,0.33662736
05e460c81.jpg,2,0,0.12519486
05e460c81.jpg,3,0,0.3708742
05e460c81.jpg,4,0,0.18849617
05f9ab059.jpg,1,0,0.5559051
05f9ab059.jpg,2,0,0.11785766
05f9ab059.jpg,3,0,0.2690522
05f9ab059.jpg,4,0,0.016032642
06010432e.jpg,1,0,0.061966773
06010432e.jpg,2,0,0.0055799
06010432e.jpg,3,0,0.38552856
06010432e.jpg,4,0,0.013664603
0622e38c0.jpg,1,0,0.09090787
0622e38c0.jpg,2,0,0.011398307
0622e38c0.jpg,3,1,0.85380554
0622e38c0.jpg,4,0,0.03394833
063578d05.jpg,1,0,0.070720054
063578d05.jpg,2,0,0.018780237
063578d05.jpg,3,1,0.8675911
063578d05.jpg,4,0,0.0033410036
063687351.jpg,1,1,0.656426
063687351.jpg,2,0,0.05487618
063687351.jpg,3,0,0.35795796
063687351.jpg,4,0,0.018111615
06408d355.jpg,1,0,0.06060506
06408d355.jpg,2,0,0.21069215
06408d355.jpg,3,0,0.43542674
06408d355.jpg,4,0,0.050755575
064151eee.jpg,1,0,0.034474842
064151eee.jpg,2,0,0.002309747
064151eee.jpg,3,1,0.7822549
064151eee.jpg,4,0,0.017670104
064abd7c5.jpg,1,0,0.06257686
064abd7c5.jpg,2,0,0.0063703037
064abd7c5.jpg,3,0,0.51201767
064abd7c5.jpg,4,0,0.05171803
065b9097b.jpg,1,0,0.091246516
065b9097b.jpg,2,0,0.04897271
065b9097b.jpg,3,1,0.7726701
065b9097b.jpg,4,0,0.06445414
06706aba1.jpg,1,1,0.6463433
06706aba1.jpg,2,0,0.01622242
06706aba1.jpg,3,0,0.4353794
06706aba1.jpg,4,0,0.06403835
06708f73c.jpg,1,0,0.06219546
06708f73c.jpg,2,0,0.05572671
06708f73c.jpg,3,1,0.86806506
06708f73c.jpg,4,0,0.0011691827
0676cc4a1.jpg,1,0,0.15240397
0676cc4a1.jpg,2,0,0.0104608135
0676cc4a1.jpg,3,1,0.7772083
0676cc4a1.jpg,4,0,0.0523729
068698697.jpg,1,0,0.3856598
068698697.jpg,2,0,0.037620116
068698697.jpg,3,0,0.5033281
068698697.jpg,4,0,0.039230928
0693ae6fd.jpg,1,0,0.37744465
0693ae6fd.jpg,2,0,0.008585841
0693ae6fd.jpg,3,0,0.46931008
0693ae6fd.jpg,4,0,0.0128245475
0698ffa7a.jpg,1,0,0.034978542
0698ffa7a.jpg,2,0,0.015456541
0698ffa7a.jpg,3,0,0.4300486
0698ffa7a.jpg,4,1,0.7473379
06b04779f.jpg,1,0,0.24330384
06b04779f.jpg,2,0,0.017658599
06b04779f.jpg,3,1,0.670434
06b04779f.jpg,4,0,0.037996907
06bc25530.jpg,1,0,0.13421397
06bc25530.jpg,2,0,0.23624529
06bc25530.jpg,3,1,0.6779085
06bc25530.jpg,4,0,0.00381117
06be52dfd.jpg,1,0,0.53249353
06be52dfd.jpg,2,0,0.005768439
06be52dfd.jpg,3,0,0.54872906
06be52dfd.jpg,4,0,0.01827257
06c2d79b1.jpg,1,0,0.35020554
06c2d79b1.jpg,2,0,0.057720203
06c2d79b1.jpg,3,0,0.5333955
06c2d79b1.jpg,4,0,0.012052202
06dc73f58.jpg,1,0,0.5076688
06dc73f58.jpg,2,0,0.25499105
06dc73f58.jpg,3,0,0.25075218
06dc73f58.jpg,4,0,0.025153158
06e803ff6.jpg,1,1,0.8028889
06e803ff6.jpg,2,0,0.014985666
06e803ff6.jpg,3,0,0.15929537
06e803ff6.jpg,4,0,0.019267412
06eb68728.jpg,1,0,0.04416524
06eb68728.jpg,2,0,0.010456507
06eb68728.jpg,3,1,0.8760926
06eb68728.jpg,4,0,0.016600661
06ebfef3d.jpg,1,0,0.055022094
06ebfef3d.jpg,2,0,0.0037300785
06ebfef3d.jpg,3,1,0.9045113
06ebfef3d.jpg,4,0,0.0032872641
06f06e101.jpg,1,0,0.42055202
06f06e101.jpg,2,0,0.020205026
06f06e101.jpg,3,0,0.5751819
06f06e101.jpg,4,0,0.01282956
07039bb91.jpg,1,0,0.40491024
07039bb91.jpg,2,0,0.54771584
07039bb91.jpg,3,0,0.31327438
07039bb91.jpg,4,0,0.0044339085
070a02a77.jpg,1,0,0.46386802
070a02a77.jpg,2,0,0.023932107
070a02a77.jpg,3,0,0.3491136
070a02a77.jpg,4,0,0.02311339
0711a3fd6.jpg,1,0,0.06514856
0711a3fd6.jpg,2,0,0.06309886
0711a3fd6.jpg,3,1,0.87422925
0711a3fd6.jpg,4,0,0.0023569104
071d4562e.jpg,1,0,0.029300334
071d4562e.jpg,2,0,0.0062909885
071d4562e.jpg,3,0,0.28241253
071d4562e.jpg,4,1,0.81811994
071d53c1e.jpg,1,0,0.45841038
071d53c1e.jpg,2,0,0.31134018
071d53c1e.jpg,3,0,0.40778264
071d53c1e.jpg,4,0,0.0054325736
072135c11.jpg,1,0,0.16646865
072135c11.jpg,2,0,0.033911467
072135c11.jpg,3,1,0.79146117
072135c11.jpg,4,0,0.007955532
072793b5b.jpg,1,0,0.042932242
072793b5b.jpg,2,0,0.111063085
072793b5b.jpg,3,1,0.8124082
072793b5b.jpg,4,0,0.013095868
0767184f2.jpg,1,0,0.041895747
0767184f2.jpg,2,0,0.022370445
0767184f2.jpg,3,1,0.87330383
0767184f2.jpg,4,0,0.0020547498
0773c1d35.jpg,1,0,0.032200657
0773c1d35.jpg,2,0,0.011486099
0773c1d35.jpg,3,1,0.781287
0773c1d35.jpg,4,0,0.16956633
078248a24.jpg,1,0,0.4473678
078248a24.jpg,2,0,0.3098282
078248a24.jpg,3,0,0.4754347
078248a24.jpg,4,0,0.008168787
0783111db.jpg,1,0,0.44931248
0783111db.jpg,2,0,0.07201142
0783111db.jpg,3,0,0.366259
0783111db.jpg,4,0,0.023382379
078662bf4.jpg,1,0,0.27243304
078662bf4.jpg,2,0,0.0076552317
078662bf4.jpg,3,1,0.81917953
078662bf4.jpg,4,0,0.0041932524
078b924cd.jpg,1,0,0.14410163
078b924cd.jpg,2,0,0.011668769
078b924cd.jpg,3,1,0.70886
078b924cd.jpg,4,0,0.006336115
078f4f53a.jpg,1,0,0.07987328
078f4f53a.jpg,2,0,0.0070718513
078f4f53a.jpg,3,1,0.64215
078f4f53a.jpg,4,0,0.012099326
0793dde4e.jpg,1,0,0.054172087
0793dde4e.jpg,2,0,0.029701814
0793dde4e.jpg,3,1,0.8741982
0793dde4e.jpg,4,0,0.0024807951
07988700a.jpg,1,0,0.14986645
07988700a.jpg,2,0,0.005710954
07988700a.jpg,3,1,0.79738814
07988700a.jpg,4,0,0.046498228
07ab05fc1.jpg,1,0,0.24550004
07ab05fc1.jpg,2,0,0.023154661
07ab05fc1.jpg,3,0,0.59827477
07ab05fc1.jpg,4,0,0.013062328
07abc49a1.jpg,1,1,0.7729454
07abc49a1.jpg,2,0,0.003925444
